Text,Label
Annexure SAP Ref No : PO Number : Project ID : Project Name : Dated : Account Manager Amount ( INR ) Project Total Praject Total in ( INR ) Item Total Net Value Final Amount in ( INR ) ,Transdetails
"Checklist - Overheads Bill Process 2 O Des 4 WCT deduction on AMCIR / M / Construction Work etc ( Labour & Material involved ) , state wise rates are available in IQMS process Respective BUS / Enabling functions have submitted the original Bills . Approval on bill has been given by Cost Center Manager / Project Head Original bill has been received from the user along with necessary Approvals and Challan / Receipt , proof attached . . Documents / Bill has been verified as per contract lagreement / PO Agreement / Contract has been attached in Vendor Master for verification including copy PAN , Service TAX | Freight i . e . Finished goods / Spares / Documents , verified as per . . . ontract / Agreemeni oy the Store in charge / Admin . Also verified the weight | measurements for finished goods ( as per SAP SDC ) / spares . TDS applicability has been checked with its percentage . . . . . . . . . . . . . . . . . Security & House Keeping Expense - Bill verified as per contract / Agreement and also attached the copy of the previous month ESI , PF and P . Tax H challan ( If applicable ) that alt above points have been verified and cleared the bills as per contract / We certified that alt above points have been verified and cleared the bills as per contract / agreement without any deviation Verified by RAO Signature : : Verified By Functional Head Name : Emp . Code : ",Checklist
"code Bill . Ship ToTax Invoice GSTIN : Invoice No . Invoice date For the Month Reverse Charge ( Y / N ) State Transport Mode Vehicle number Date of Supply Place of Supply Bill . Ship To State Product Description "" , | code Rate Amount Taxable Value CGST SGST Total Amount Rate Total : Total Invoice amount in words : Bank Details Bank Name : Bank A / C : Bank IFSC : Total Amount before Tax Add : CGST @ 9 . 00 % Add : SGST @ 9 . 00 % Total Tax Amount me Total Amount after Tax : GST on Reverse Charge Authorised signatory ",Invoice
"Checklist - Overheads Bill Process Approval on bill has been given by Cost Center Manager / Project Head Original biilgas bee : recerrado from the user along with MAKvals and Challanicipt , nofttached . Doo : 1 : 73 , 7 has i n varified as . po co : ru act lagreement untrac ; nas been attached in Vancor Master or . 1V FAN , S vice TAX 4 . - . . - . ja s / Sorrect paredes , verified intrartAg . 6 a visit jy the wire in chally Adniin . Also verifies the . s ir unished goods ( as per S7 SDXC ) / spares . applicatii seen checked with ios Smontage . . . . . . . . . . . . . . . . . Come si is House Kesping Sxperise - Fiü verified as per contract / also attached the copy of the un vious month ESI , PF and P . ( If applicable ) that all above agints have been verified and cleared the bits as per Ma certified that all above agints have been verified and cleared the bits as per contract / agreemen : without bring Verified øy RAO ? Signature : Verified by Functional Head Verified Byl Signature : Name : Emp Code : ",Checklist
Tax Invoice Invoice No . Invoice date For the Month Reverse Charge ( Y / N ) State Transport Mode Vehicle number Date of Supply Place of Supply Bill To Ship To Product Descrut . on Product Descript . on UOM Qty Rate Amount Taxabic Value CGST SGST Total Total | Total Invoice amount in words : Total Amount before Tax Add : CGST @ 9 . 00 % Add : SGST @ 9 . 00 % Total Tax Amount Total Amount after Tax : GST on Reverse Share Bank Details Bank Name : Bank A / C : Bank IFSC : Authorised signatory ,Invoice
Site Namo Location Location FORM II SEE RULE 27 ( 0 ) Attendance Slicet Duty timing 9am - 6pm Month of SHIFT Inillal of Supervisor / Rounding SuporvisorFleid Officer Manager Operation Manager Signature ,Junk
"W40 , Raj Industrial Complex Premises Co - Op Soc . Ltd . , 2nd Floor , Military , FORM U SEE RULE 27 ( 1 ) to name : ACL Sito Name enfosystem LTD Rollaver Shoot Location : Duty timing 1 AM - 6PM SHIFT _ G EN . Data Sr . No . Full Name SEXAGE EMPD Designation 3 6 7 : 10 11 12 13 14 15 16 17 18 19 20 ' Vitthal kamble m46 Jani Prakash Kamblem 46 Jani Vandana Tadhan 43 cm Initial of Supervisor / Rounding SupervisorsFold Officer / Manager CHCES DE MUMBA - 69 Supervisor Signature STANDHERICO Field Oflice sankturo SHON Operation Manager Signature Code - Month of Month of 019 July 2 Wookly on Sunday 21 22 23 26 27 28 29 30 31 TOTAL DAYS WORKED ",Junk
' Challan Double Verification . ESIC Employees ' State Insurance Corporation Transaction Detalls nama Transaction status : Employer ' s Code No : Employer ' s Name : Challan Pariod : Challan Number : Challan Created Dato Challon Submitted Date Amount Paid : Transaction Number : ,ChallanDep
TRRN Details TRRN No : Challan Status : Chalan Generated On : Establishment ID : Establishment Name : Challan Type : Total Members : Wage Month : Total Amount ( Rs ) : Account - 1 Amount ( Rs ) : Account - 2 Amount ( Rs ) : Account - 10 Amount ( RS ) : Account - 21 Amount ( RS ) : Account - 22 Amount ( Rs ) : Payment Confirmation Bank : CRN : Presentation Date : _ Realization Date : Date of Credit : ,ChallanDep
GRN Department Type of Payment Location URN No . C HALLA Form - ID Date Dept - ID Dealers TIN BRN No . Full Name of the Dealer Period From То Account Head Detalls Code Amount in RS Remarks if any : Regular Payment Payment Details Name of Bank Name of Branch Mode of Pay Bank CIN No . ,ChallanDep
"PURCHASE ORDER PO NO PO Date Version # Date PO Currency Purch . Org Bill to Address Ship to Address Vendor Details Vendor Code : GST _ STATUS GSTIN TINNVAT / TRN : PAN : LST / CST : ECC : Your Contact Our Contact GSTIN : PAN : CST : TIN / TRN : ECC : Dear Sir / Madam , Please supply the following material / service as per spec mentioned below Item Item Code Description Qty Unit Unit Price Total Price Central GST 9 . 00 % ( Recoverable ) State GST 9 . 00 % ( Recoverable ) Central GST State GST Net Value : Total PO Value ( in words ) : Payment Terms : Online Approved By : Registered Office Address : ",Purchase
"Item Item Code Description Qty Unit Unit Price Total Price "" scope of Services , Service Fees , Service Level Agreement , Deliverables and Commercial Terms , Penalties & conditions shall be as per Payment Tems 30 days from due net Inco Terms : as per PO address GENERAL TERMS AND CONDITIONS FOR PURCHASE ORDER GST Related Instructions for Indian Vendors : All vendors situated in India are required to follow instruction given below with effect from 1st July 2017 or GST effective date as per Government of India , whichever is later . a . Please refer https : / / hclinfosystems . in / gst - registration to get the GSTIN of various states of HCL Infosystems Ltd . and its subsidiaries . In case due to change in applicable law ( eg . GST ) , the Vendor derives benefits due to decrease in taxes or increase credits of taxes paid in the supply chain , covered by this agreement between the parties , the benefits of such lower taxes will be passed on to HCL and the prices will automatically reduce to the extent , the fax reduction from the date of such change . Further , in case any input tax credit , refund or other benefits is denied or delayed to HCL due to non - compliance by the Vendor ( such as failure to upload the details of the sale on GSTN portal ) or due to non - furnishing of correct or complete documents by the Vendor , the Vendor shall reimburse to HCL , the loss incurred including but not limited to tax loss , interest and penalty . On such cases of non - compliance by the Vendor , HCL shall have the right to hold the payment until the issue is completely resolved and reported to HCL with documentary evidence . c . In case Vendor undergoes a change in status of its registration under GST Rules , Vendor must promptly notify HCL within a week of such change , failing which HCL shall be entitled to set off its losses arising out of any non - compliance attributed to GST registration status of Vendor in HCL systems against amount payable to Vendor . Following information must be mentioned in each invoice submitted to HCL Complete 16 digit Invoice No . with date Name , Address & GSTIN of the Vendor & HCL . Registration status of Vendor under GST ( Not Registered / Registered / Registered under Composition Scheme ) . PAN No . of Vendor Description of goods with HSN codes of goods Description of services with SAC codes of services Serial Number , Part Number , Model Number , quantity & unit of items Taxable value of goods or services taking into account discount or abatement Tax rates ( CGST . SGST or IGST ) with Tax amount charged in respect of taxable goods or services . Nil tax to be charged by vendors registered under Composition Scheme and unregistered vendors . Place of supply along with the name of state , in case of a supply in the course of interstate trade or commerce Place of delivery along with the name of state , same is different from place of supply . Whether Tax is payable on reverse charge basis Signature or digital signature of the supplier of the supplier or his authorized representative . This is system generated Purchase Order ( herein after called "" PO "" ) and does not require any signature . This PO will be valid for six ( 6 ) months from the date of issuance or till the contract period mentioned in the PO . 3 . GENERAL : Vendor has to sign , date and stamp , copy of the PO as a token of his acceptance in entirety and returns the same to HCL within four ( 4 ) days else the same will be deemed to have been accepted and will become legal binding on either party . By accepting this PO and / or performing hereunder , Vendor agrees to Online Approved By : Registered Office Address : Authorized Signatory 3 . GENERAL : Vendor has to sign , date and stamp , copy of the PO as a token of his acceptance in entirety and returns the same to HCL within four ( 4 ) days else the same will be deemed to have been accepted and will become legal binding on either party . By accepting this PO and / or performing hereunder , Vendor agrees to comply fully with the terms and conditions of purchase set forth in this document . Acceptance of this PO is expressly limited to the terms and conditions of this PO and none of the Vendors terms and conditions shall apply in acknowledging this PO or in the acceptance of this PO . Acceptance by HCL of the goods or services delivered under this PO shall not constitute agreement to Vendor ' s terms or conditions . Vendor may not deliver under reservation . PRICE : This is a firm price order . Unless otherwise specified in writing by HCL , price mentioned in this PO is firm and no price variation on any account will be allowed . Price is subject to delivery of goods and services to the satisfaction of HCL , submission of correct invoices and due fulfillment of all obligations by Vendor ",Purchase
CREDIT NOTE DATE Buyer Description of Goods Quantity Rate for 8 hrs Per Amount SAC code : Add : CGST @ 9 . 00 % Add : SGST @ 9 . 00 % Amount Chargeable ( in word ) Total Services Tax Category : GSTIN : Authorised Signatury Credit Note Details ST SAC DISC Product Description UOM arv Rate Amt code ount Taxable Amt SGST Amt Total Value ,Transdetails
Tax Invoice SMART SERVICES - Invoice No . Dated Delivery Note Supplier ' s Rer . Buyer ' s Order NO . Mode / Terms of Paymeri : - - - - - Other Reference ( s ) - - - - - - Dated Despatch Document No . * * * Delivery Note Date through Destinatior : Description of Goods HSN / SAC Quantity Rale per Amount Total Amount Chargeable ( in words ) HSN / SAC : Taxable Value Rate Amount Company ' s PAN Declaration Authorised Silinatory ,Invoice
"NAME 1 | ? | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 21 22 23 | 24 | 25 | 26 | 27 | 28 | 29 30 D - 1 , SECTOR 1 SANDEEP SUNOAY SUNDAY SUNDAY SUNDAY SUNDAY MAHINDER KUMAR SUNDAY SUNDAY SUNDAY SUNDAY SUNDAY | SUNDAY - - - 3 RAGHUVIR SINGH SUNDAY SUNDAY SUNDAY тр | р | PPTP SUNDAY ",Junk
"Checklist - Overheads Bill Process Region : Vendor Sap Code / Name : BILL NO . COST CENTRE . . AMOUNT . . Description Tick Remarks Purchase order number . Respective Bus / Enabling functch ' s have submitted the original Bills . Approval on bill has been given by Cost Center Manager / Project Head Original bill has been received from the user along with necessary Approvals and Challan / Receipt , proof attached . Documents / Bill has been verified as per contract lagreement / PO verification Agreement / Contract has been attached in Vendor Master for verification including copy PAN , Service TAX Freight i . e . Finished goods / Spares / Documents , verified as per contract / Agreement by the Store in chargel Admin . Also verified the weight measurements for finished goods ( as per SAP SDC ) / spares . TDS applicability has been checked with its percentage . . Security & House Keeping Expense - Bill verified as per contract / Agreement and also attached the copy of the previous month ESI , PF and P . Tax challan ( If applicable ) We certified that all above points have been verified and cleared the bills as per contract / agreement without any deviation . - Verified by RAO Signature : Name : Emp . Code Verified By Functional Head Verified Byl Signature ( Store / Admin ) ",Checklist
"INVOICE Invoice No . Dated Delivery Note Mode / Terms of Payment Other - - - - Supplier ' s Ref . Buyer ' s Order No . ¡ Dated * * Despatch Document No . Dated Despatched through Destination Buyer Description of Goods Quantity "" Rate per Amount - Total Amount Chargeable ( in words ) Company ' s VAT TIN Company ' s Service Tax No . Depot Company ' s PAN Declaration Pre Authenticated by Authorised Signatory Name Designation : This is a Computer Generated Invoice ",Invoice
"FOR BANKS USE ONLY Amount Received Rs . Date of presentation of Cheque / DD Date of Realisation of Cheque / DD SBI Branch Name SBI Branch Code ( Only for offline payment in case permitted by EPFO ) FOR ESTABLISHMENT USE ONLY Cheque / DD No . Cheque / DD drawn bank & Name of the Depositer - - - - - - Date of Deposit - - - - - - - - - - - - - - - Signature of the ( This is a system generaled challan on 13 - MAY - 2017 12 : 28 , the particulars shown in this challan are populated from the establishment for the specified month and year . Note : - The following alounts are being remitted directly by Government of India on account of PMRPY and PMPRPY A ) A / C no 1 ( Employer share ) ( Rs . ) - B ) A / C no 10 ( Pension fund ) ( Rs . ) - C ) Total ( A + B ) ( Rs . ) - 0 D ) Total remittance by Employer ( Rs . ) - 1 . 18 , 858 E ) Total amount of uploaded ECR ( C + D ) ( Rs . ) - 1 . 18 , 858 . SL . PARTICULAR 17 . 01 ( Rs . ) ATZ Administrali : Chaiges 2 Employer ' s SEO Of Contribution 17 , 016 55 , 832 Employee ' s Share Of Contribution Grand Total : One Laki Eighteen Thousand Eight Hundred Fifty - Eight Rupees Only ",Epfslip
"M / O MAY - 2017 | 3 | 4 | 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 SUNDAY SUNDAY TelePPPP ŽelPlPPP SUNDAY ! SUNDAY SUNDAY pppppp SUNDAY 1 PPPPPP SUNDAY P IP Тр - SUNDAY pppppp SUNDAY Pippppp SUNDAY pl PP PPP SUNDAY ATTENDENCE NAME 1 | 2 D - 1 , SECTOR SANDEEP . 2 MAHINDER KUMAR RAGHUVIR SINGH ",Junk
"PURCHASE ORDER PO NO PO Date Version # 1 Date PO Currency Purch . Org PO Validity Bill to Address Ship to Address Vendor Details Vendor Code : TINNAT : PAN : LSTICST : ECC : PAN : CST : TIN : ECC : Your Contact Dear Sir / Madam , Please supply the following material / service as per spec mentioned below Item Material Code Description Qty Unit Unit Price Total Price Service Tax 14 . 00 % ( Non Recoverable ) Swachh Bharat Cess 0 . 50 % ( Non - Recoverable ) Krishi Kalyan Cess . 0 . 50 % ( Non Recoverable ) Total PO Value ( in words ) : Other Details : Payment Terms : Inco Terms : Authorized Signatory Online Approved By : TERMS AND CONDITIONS : 11 . Rates mentioned in the PO are Net Value : 11 . Rates mentioned in the PO are inclusive of packing forwarding & insurance charges unless otherwise specified . Transit insurance will be covered by the supplier unless specified otherwise . TDS as per the applicable law , would be deducted for software and services supplies . 2 . PO not acknowledged within 4 days from receipt would be considered to be accepted in complete . 3 . HCL reserves the right to push out / pull in / cancel the quantities ordered after mutual agreement with supplier . this order is placed , they shall be rejected at your expense and the order also be cancelled . You shall take back the rejected goods within 7 days of receipts of the intimation of such rejection , and if you fail to take back the goods within 7 days , HCL shall be at liberty to send back the rejected goods at your risk & cost . 5 . Products supplied shall be ROHS compliant and shall be in accordance with HCL ' s chemicals policy as defined in our website www . hclinfosystems . in 6 . All the consignments shipped shall be accompanied with individual challans and original Invoices indicating our correct address , PO No . & SAP item code . Payment is liable to get delayed due to improper / incorrect shipping documents . Individual invoices should be raised for each individual challan separately . Complete set of shipping documents shall be sent on email scan to the officer releasing the PO upon shipment . 7 . All deliveries being made at any road permit locations shall be mandatorily accompanied with entry road permit duly filled in , which should be collected from us , failing which the entire risk will be to your account & all penalties borne by HCL to seek delivery shall be reimbursed by you to HCL . 8 . Any correspondence in connection with this purchase order should be addressed to the Officer placing this order . Any changes , modifications , etc . to this order should be only under the signature of the officer placing order . 9 . All disputes arising out of this order or in this connection shall have the jurisdiction to the courts of Delhi only . 10 . HCL prefers the usage of ECO friendly ( Recyclable / Reusable ) Packaging for the product supplied to HCL . 11 . All retial packages should specify MRP prices . In case of jumbo Box containing individual retails packs both set of materials should specify MRP prices as per standard of Weights & Measures Act . 12 . 13 . If the delivery against this PO is to be done in GST regime then HCL may issue a new PO with GST & invoice have to be raised against new PO only . GST Related Instructions for Indian Vendors : All vendors situated in India are required to follow instruction given below with effect from 1st July 2017 or GST effective date as per Government of India , whichever is later . Please refer ! . to get the GSTIN of various states of HCL Infosystems Ltd . and its Subsidiaries . In case due to change in applicable law ( eg . GST ) , the Vendor derives benefits due to decrease in taxes or increase credits of taxes paid in the supply chain , covered by this agreement between the parties , the benefits of such lower taxes will be passed on to HCL and the prices will automatically reduce to the extent , the tax reduction from the date of such change . Further , in case any input tax credit , refund or other benefits is denied or delayed to HCL due to non - compliance by the Vendor ( such as failure to upload the details of the sale on GSTN portal ) or due to non - furnishing of correct or complete documents by the Vendor , the Vendor shall reimburse to HCL , the loss incurred including but not limited to tax loss , interest and penalty . On such cases of non - compliance by the Vendor , HCL shall have the right to hold the payment until the issue is completely resolved and reported to HCL with documentary evidence . In case Vendor undergoes a change in status of its registration under GST Rules , Vendor must promptly notify HCL within a week of such change , failing which KCL shall be entitled to set off its losses arising out of any non - compliance attributed to GST registration status of Vendor in HCL . systems against amount payable to Vendor . Following information must be mentioned in each invoice submitted to HCL Complete 16 digit Invoice No . with date Name , Address & GSTIN of the Vendor & HCL . Registration status of Vendor under GST ( Not Registered / Registered / Registered under Composition Scheme ) . PAN No . of Vendor Description of goods with HSN codes of goods Description of services with SAC codes of services Serial Number , Part Number , Model Number , quantity & unit of items Taxable value of goods or services taking into account discount or abatement Tax rates ( CGST , SGST or IGST ) with Tax amount charged in respect of taxable goods or services . Nil tax to be charged by vendors registered under Composition Scheme and unregistered vendors . Place of supply along with the name of state , in case of a supply in the course of interstate trade or commerce Place of delivery along with the name of state , same is different from place of supply . Whether Tax is payable on reverse charge basis Signature or digital signature of the supplier of the supplier or his authorized representative . Authorized Signatory ",Purchase
"Region .Checklist - Overheads Bill Process . Vendor Sap Code / Name Remarks Tick Purchase order number . . . . . . Respective BUS / Enabling functions have submitted the original Bills . Approval on bill has been given by Cost Center Manager / Project Head Original bill has been received from the user along with necessary Approvals and Challan / Receipt , proof attached . Documents / Bill has been verified as per contract lagreement / PO - Agreement / Contract has been attached in Vendor Master for verification including copy PAN , Service TAX We certified that all above points have been verified and cleared the bills as per contract / agreement without any deviation , deviation . Verifled Byl Signature ( Store / Admin ) Verified by RAO Signature : Name : Emp . Code Verified By Functional Head Signature : ",Checklist
Tax invoice Invoice No . Dated Supplier ' s Ref . Other Reference ( s ) Amount Description of Goods No . & Kind ! of Pkgs . GSTIN / UIN : Amount Chargeable ( in words ) HSN / SAC Taxable Value Central Tax State Tax Rate Total Tax Amount ( in words ) : Company ' s Bank Details Bank Name  AVC No . : Company ' s PAN Declaration are This is a Computer Generated Invoice ,Invoice
SECURITY GUARDS BILL - Bill No Date : PARTICULARS QTY RATE AMOUNT Salary | ( a ) Sr . Guard ( ( b ) Guards Total Allowances Holiday ED - ( a ) Sr . Guard ( b ) Guards Total Salary + Allces + OT EPF salary Limit ESI on Salary + Allces . . . . . Total Rupees ( in words . Signature ,SGB
"DETAILS OF MUSTER ROLL - HCL FOR THE MIO AUG . 2017 ROLL - HCL FOR THE MIO AUG . 2017 S . NO NANE OF EMPLOYEE Page . . . 1 Bill No . TS / 29 Actual Signature or Thumb Wage Paid Impression of the Employee 1 Deg . PF No | SALARY RATE Earning Salary Adv Total Nos of days worked For PF For ESIC Fine 12 % 1 . 75 % Rate Spl Alice Total Basic + DA & Uniform Wages Total Wages ED Holiday . ! Amount Due Ince - ntive Bonus Sal . @ 70001 PM SAU 1 Bishan Singh - Sr . Guard ( Head ) 7 , 580 2 , 500 10 , 080 One Mth . , 7 , 580 2 , 500 583 584 11 , 247 910 197 10 , 140 2 Balak Singh Sr . Guard 1249 7 , 580 1 . 750 9 , 330 One Mth . 7 . 580 1 , 750 584 10 , 497 910 184 1 . 9 , 403 | 3 | Vikram Singh Karki Ss . Guard 1243 7 , 580 1 , 750 9 , 330 One Mth . 7 , 580 1 , 750 583 584 10 . 497 910 184 . 9 . 403 4 Poto Gopal Singh Bora SIG 6 . 830 1 , 700 8 . 530 One Mths . 6 . 830 1 . 700 9 . 639 820 159 smoal Gopayt pool FLAIN losiaha 1 5 Surendra Singh Deopa S / Gd 735 6 . 830 1 , 700 8 , 530 One Mth . 6 . 830 1 . 700 526 9 . 639 820 159 . . 8 , 650 6 Bir Bahadur SIGO 6 , 330 1 , 700 8 , 530 One Mih . 6 , 830 1 , 700 583 527 639 820 16 : 1 . 8 , 650 7 livanju Devi 1382 6 , 830 500 7 , 330 One Mth . 6 . 830 500 583 7 , 913 820 138 . 1 6 , 955 TOTAL 50 , 060 11 , 600 61 , 660 50 , 060 11 , 600 4 , 081 3 , 330 69 , 071 6 , 010 , 210 61 , 851 for Tiger Security & Placement Agency : ",Junk
"OXLAMIR BOOK DEPOT 4070 , Na Sarak , Det 6 * 211470722918025 Time of Completion NO . 12 ADULT WORKER From To 6000013 1400 2200 allez ection 62 of the Act ww HCL Month . . . . . . . Month . Aug . You 2017 You 2017 | 22000600 Ethree shells detty Wages paid Total Dates on numbet which of wockly compen holidays satory lost by holidays ( s ) the will be worker given 48 47 49 537 Deduction , if any Tocal Rate of Rate of Total On On number Basic allow . hour of Amount account account Fine Actual 31 19 "" 20 - 2141 224 234 24 * * 25 * 26 * | 27 | 280 290 30 - | 316 le of days Wages ance , if over duc of of Ad worked any time PF . vance 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 142 143 44 45 46 RIPIPPO POPOLARI PORIPALA 671 P P P P PDI 27 6080 15001 - 17580910 | 133 plo Ralpleleplelelobelplaald tel poolel op PPIPPI 27 1608015001 - 11580 910133 - 16537 Filip ! Pol Ralpelelepiploid lp lolololololololol An 27 1608015001 - 17580910133 6537 1 1 2 | 4 | | | PPPPP , PE | | | | 8 | | | | ep 37 Gogo Stol - 7s89 vio | 133 16537 PIP Plopinbelplplriplo R P P P P P P P P Pol el 27 60801500 - 7580 910 133 - 16537 Ion PPPP | PIPI PN PA R100 plne piple ple 27 . 16080 | 15001 - 17580910 133 - 6537 PPPP ADIPIO DI PIPIRIP Plan PPAP 37 6080 15001 - 175841101331 - 16537 21 16 ",Junk
"EMPLOYEES ' PROVIDENT FUND ORGANISATION Establishment Code & Name : Total Subscribers : Total Wages : EPF EPS EDLI PARTICULARS A / C . 01 ( Rs . ) A / C . 02 ( Rs . ) Administration Charges Employer ' s Share Of Contribution Employee ' s Share Of Contribution Grand Tota ! : - - - - - - - - - - FOR BANKS USE ONLY Amount Received Rs . Dale of presentation of Cheque / DD Date of Realisation of Cheque / DD SBI Branch Name Orly for offline payment in case permitted by EPFO ) FOR ESTABLISHMENT USE ONLY To Cheque / DD NO - - - - - - - - - - - - - - Date : Cheque / DD drawn bank & Name of the Depositer - - - - - - - - - - - - - Date of Deposit - - - - - - Mobile No . Signature of the Note : - The following amounts are being remitted directly by Government of India on account of PMRPY and PMPRPY A ) A / C no 1 ( Employer share ) ( Rs . ) - B ) A / C no 10 ( Pension fund ) ( Rs . ) . C ) Total ( A + B ) ( Rs . ) . D ) Total remittance by Employer ( Rs . ) . 2 , 05 , 337 E ) Total amount of uploaded ECR ( C + D ) ( Rs . ) - 2 , 05 , 337 ",Epfslip
Challan for deposit CPIN GSTIN Naine ( Legal ) : Details of Deposit ( Government Major Head Minor Head . - - - w . . . . . . . . . . . . . . . . . . . . . . . Others Total Tax Interest . Iof India of IndiaCESS - Sub - Total Total Annount Total Amount ( in words ) Mode of Payinent Over the Counter ( OTC ) ONEFT / RIGS WE Payment oooh Particulars of ( lepouitor - - - - . Naine Designation / Slatus ( Manager partner etc ) Signalille Date Paid Challan Julontation GSTIN Taxpayer Name Name of the Bank Amount Bank Reference No . ( BRN ) / UTR CIN _ _ _ Payinent Date : ,ChallanDep
"PURCHASE ORDER Bill to Address Ship to Address PO NO PO Dale Version # 1 Date PO Currency Purch . Org PO Validity Vendor Vendor Code : GST _ STATUS GSTIN TINNAT : PAN : LSTICST : ECC : Your Contact Qur Contact GSTIN : PAN : CST : TIN : Dear ( Hereinafter Dear Sir / Madam , Please supply the following material / service as per spec mentioned below Item Item Code Description Qty Unit Unit Price Total Price Central GST 9 . 00 % ( Recoverable ) State GST 9 . 00 % ( Recoverable ) Total PO Value ( in words ) : Central GST State GST Net Value : Authorized Signatory Online Approved By ",Purchase
"AMIR Time of Centpletion Tun 4OTQ , Na Sark , Det16 . 123018701 2416445 pes ! Act Muath Septe . Yew 2019 Tii ) Tilat Rufe number 9 . . Rule sen | T . E DJ . Kto of any hi : ALIA ! M . . . 2 9 231 24 "" 25 "" 28 "" / 27 28 29 30 3 : > 17 1 Pippel ! PiPippippie PIP PAT - - - Pipplepelploi PP TE SPO Y11 V Pe 1 . ",Junk
ABDA wi . pl n ! Work work Work SA 1527 ( Hd . 21 no Hon . To I luopu 61 Vexty > Friday Saturday Sunday System of Rotation of Relay FOR : REGISTER OF ! ! Prescribed id ' s name Nature of Work Correspondent to that in Forin 11 Depart inent Group of Shift Relay 5 . 1 - 3 1 . ppppppppppppppppppp De BP PLANE upplppppppppppppppproprinteriplo Hola a toda la cara delaledwi itende 1 | oppipp Lpplpp lpb el Pleppeippip pippipo PP 12 ,Junk
"PURCHASE ORDER PO NO PO Date Version # 1 Date PO Currency Purch . Org PO Validity Bill to Address Ship to . Address Vendor Details Vendor Code : GST _ STATUS GSTIN TINNAT TRN : PAN : LST / CST : ECC : Your Contact Our Contact Dear Sir / Madam , Please supply the following material / service as per spec mentioned below Item Item Code Description Qty Unit Unit Price Total Price Service Duration - Central GST 9 . 00 % ( Recoverable ) State GST 9 . 00 % ( Recoverable ) Online Approved By : Authorized Signatory PO NO : Date : Ver / dt : ",Purchase
Unit Price Total Price Item Item Code Description Qty Unit Central GST 9 . 00 % ( Recoverable ) State GST 9 . 00 % ( Recoverable ) Central GST 9 . 00 % ( Recoverable ) Slate GST 9 . 00 % ( Recoverable ) Authorized Signatory Online Approved By : ,Purchase
"Item Item Code Description Unit Price Total Price Qty Unit PO NO : Date : Ver / Dt : Central GST State GST Net Value : Total PO Value ( In words ) : Other Details : Gardner / Maintenance Service for Uttranchal Payment Terms : HCL shall remit after 30 days from the date of receipt of correctly raised invoice post successful delivery of services . "" Scope of Services , Service Fees , Service Level Agreement , Deliverables and Commercial Terms , Penalties & conditions shall be as per MSA signed between HCL and Tiger Security & Placement Services : Other Details : Monthly billing , Invoice at the end of every month and payment after 30 days from invoice date on acceptance of HCL project manager . Post successful delivery by vendor and signoff by both parties . Other T & C ' s : • HCL shall pay resource salary for actual no . of days of presence of resource . All Leaves of the resource should be pre - approved , by respective KCL Project manager . • Vendor should submit attendance sheet of the resource along with each invoice . Attendance sheet should be signed off with HCL project manager . : 30 days from due net as per PO address Inco Terms : as per PO address GENERAL TERMS AND CONDITIONS FOR PURCHASE ORDER 1 . GST Related Instructions for Indian Vendors : All vendors situated in India are required to follow instruction given below with effect from 1st July 2017 or GST effective date as per Government of India , whichever is later . Please refer https : / / hclinfosystems . in / gst - registration to get the GSTIN of various states of HCL Infosystems Ltd . and its subsidiaries . In case due to change in applicable law ( eg . GST ) , the Vendor derives benefits due to decrease in taxes or increase credits of taxes paid in the supply chain , covered by this agreement between the parties , the benefits of such lower taxes will be passed on to HCL and the prices will automatically reduce to the extent , the tax reduction from the date of such change . Further , in case any input tax credit , refund or other benefits is denied or delayed to HCL due to non - compliance by the Vendor ( such as failure to upload the details of the sale on GSTN portal ) or due to non - furnishing of correct or complete documents by the Vendor , the Vendor shall reimburse to HCL , the loss incurred including but not limited to tax loss , interest and penalty . On such cases of non - compliance by the Vendor , HCL shall have the right to hold the payment until the issue is completely resolved and reported to HCL with documentary evidence . C . In case Vendor undergoes a change in status of its registration under GST Rules , Vendor must promptly notify HCL within a week of such change , failing which HCL shall be entitled to set off its losses arising out of any non - compliance attributed to GST registration status of Vendor in HCL systems against amount payable to Vendor . Following information must be mentioned in each invoice submitted to HCL Complete 16 digit Invoice No . with date Name Address & GSTIN of the Vendor & HCL . Registration status of Vendor under GST ( Not Registered / Registered / Registered under Composition Scheme ) . PAN No . of Vendor Description of goods with HSN codes of goods Description of services with SAC codes of services Serial Number , Part Number , Model Number , quantity & unit of items Taxable value of goods or services taking into account discount or abatement Tax rates ( CGST , SGST or IGST ) with Tax amount charged in respect of taxable goods or services . Nil tax to be charged by vendors registered under Composition Scheme and unregistered vendors . HCL INFOSYSTEMS LTD . ",Purchase
TAX INVOICE GST Invoice No SAP Ref No Date of issue PO Number Good & Service Segment GST Reg No PAN NO Company Reg Place of Supply Amount ( INR ) DESCRIPTION Total Amount in ( INR ) Total Amount Payable Payment Terms Payment Instructions Reverse Charge is not applicable Refer to details as per Annexure uthorised Signatory ,Invoice
